Date,Carrier,FlightNumber,DepAirport,DepCity,DepState,ArrAirport,ArrCity,ArrState,DepTime,DepDelay,ArrTIme,ArrDelay,Cancelled,CancelReason,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,ArrStatus,DepStatus,DelayCause
Jan,Endeavor,5337,DTW,"Detroit, MI",MI,TVC,"Traverse City, MI",MI,1207,-3,1318,-12,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,5348,MSP,"Minneapolis, MN",MN,SDF,"Louisville, KY",KY,0953,-2,1240,-24,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,5512,MSP,"Minneapolis, MN",MN,SAT,"San Antonio, TX",TX,1743,-5,2056,-7,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,American,2498,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,0626,-7,1044,4,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,American,2506,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,2227,22,0105,6,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,American,2574,STL,"St. Louis, MO",MO,PHX,"Phoenix, AZ",AZ,0705,-5,1021,22,0,NA,0,0,22,0,0,Late,On Time,NA
Jan,American,194,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,1959,29,2244,9,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,American,342,ORD,"Chicago, IL",IL,AUS,"Austin, TX",TX,1514,10,1811,20,0,NA,0,10,10,0,0,Late,Late,Weather
Jan,American,1411,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,0530,-6,0957,14,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,American,2209,STL,"St. Louis, MO",MO,ORD,"Chicago, IL",IL,0930,-7,1043,-21,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,American,2244,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,1400,49,1648,63,0,NA,0,26,14,0,23,Late,Late,Late Aircraft
Jan,American,2300,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,1849,24,2125,28,0,NA,11,13,4,0,0,Late,Late,Weather
Jan,American,2326,DSM,"Des Moines, IA",IA,DFW,"Dallas/Fort Worth, TX",TX,0734,31,1005,41,0,NA,31,0,10,0,0,Late,Late,Carrier
Jan,Envoy,3621,ORD,"Chicago, IL",IL,ABQ,"Albuquerque, NM",NM,1030,29,1331,68,0,NA,0,29,39,0,0,Late,Late,Weather
Jan,Envoy,3640,ORD,"Chicago, IL",IL,GRR,"Grand Rapids, MI",MI,1843,7,2117,39,0,NA,7,0,32,0,0,Late,Late,Carrier
Jan,Envoy,3648,ORD,"Chicago, IL",IL,CHA,"Chattanooga, TN",TN,1508,-3,1803,13,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Envoy,3657,ORD,"Chicago, IL",IL,GRR,"Grand Rapids, MI",MI,1135,-9,1400,21,0,NA,0,0,21,0,0,Late,On Time,NA
Jan,Envoy,3692,ORD,"Chicago, IL",IL,CMI,"Champaign/Urbana, IL",IL,1840,10,2007,40,0,NA,10,0,30,0,0,Late,Late,Carrier
Jan,Envoy,3725,ORD,"Chicago, IL",IL,DSM,"Des Moines, IA",IA,1517,1,1653,14,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Envoy,3738,ORD,"Chicago, IL",IL,GSO,"Greensboro/High Point, NC",NC,1134,0,1423,2,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Envoy,3800,ORD,"Chicago, IL",IL,BNA,"Nashville, TN",TN,1017,43,1153,47,0,NA,43,0,4,0,0,Late,Late,Carrier
Jan,Envoy,3854,ORD,"Chicago, IL",IL,CMH,"Columbus, OH",OH,0844,-1,1106,-4,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Envoy,3889,ORD,"Chicago, IL",IL,OMA,"Omaha, NE",NE,1727,-3,1954,45,0,NA,0,0,45,0,0,Late,On Time,NA
Jan,Envoy,3915,ORD,"Chicago, IL",IL,JAX,"Jacksonville, FL",FL,0656,-5,1032,8,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Envoy,3972,ORD,"Chicago, IL",IL,CVG,"Cincinnati, OH",KY,1651,104,1947,147,0,NA,1,0,43,0,103,Late,Late,Late Aircraft
Jan,Envoy,3995,ORD,"Chicago, IL",IL,CMH,"Columbus, OH",OH,1221,22,1437,17,0,NA,0,17,0,0,0,Late,Late,Weather
Jan,Envoy,4002,ORD,"Chicago, IL",IL,MSN,"Madison, WI",WI,1729,36,1904,72,0,NA,0,0,36,0,36,Late,Late,Late Aircraft
Jan,Endeavor,3281,MSP,"Minneapolis, MN",MN,CVG,"Cincinnati, OH",KY,1359,-5,1633,-36,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,3282,DTW,"Detroit, MI",MI,CVG,"Cincinnati, OH",KY,1215,-5,1329,-16,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,3321,DTW,"Detroit, MI",MI,AVP,"Scranton/Wilkes-Barre, PA",PA,1234,-6,1345,-29,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,3361,MSP,"Minneapolis, MN",MN,RDU,"Raleigh/Durham, NC",NC,1116,-4,1445,-18,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,3439,DTW,"Detroit, MI",MI,CLE,"Cleveland, OH",OH,1545,-5,1719,19,0,NA,0,0,19,0,0,Late,On Time,NA
Jan,Endeavor,3478,MSP,"Minneapolis, MN",MN,ATW,"Appleton, WI",WI,1934,-3,2028,-40,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,5203,MSP,"Minneapolis, MN",MN,SDF,"Louisville, KY",KY,2029,6,2309,-29,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Endeavor,5206,DTW,"Detroit, MI",MI,AVP,"Scranton/Wilkes-Barre, PA",PA,1536,-4,1729,12,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Comair,5254,STL,"St. Louis, MO",MO,CLT,"Charlotte, NC",NC,1827,-8,2115,-10,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Spirit,631,DTW,"Detroit, MI",MI,TPA,"Tampa, FL",FL,1737,-7,2054,24,0,NA,0,0,24,0,0,Late,On Time,NA
Jan,Spirit,711,DTW,"Detroit, MI",MI,LAS,"Las Vegas, NV",NV,1925,-7,2143,37,0,NA,0,0,37,0,0,Late,On Time,NA
Jan,Spirit,985,DTW,"Detroit, MI",MI,MSY,"New Orleans, LA",LA,1046,-1,1230,-5,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Spirit,121,ORD,"Chicago, IL",IL,RSW,"Fort Myers, FL",FL,0646,-14,1041,-14,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,SkyWest,2972,ORD,"Chicago, IL",IL,BNA,"Nashville, TN",TN,2152,76,0012,120,0,NA,0,0,44,0,76,Late,Late,Late Aircraft
Jan,SkyWest,2979,ORD,"Chicago, IL",IL,GRB,"Green Bay, WI",WI,1812,73,1930,87,0,NA,73,0,14,0,0,Late,Late,Carrier
Jan,SkyWest,3030,ORD,"Chicago, IL",IL,MTJ,"Montrose/Delta, CO",CO,1143,87,1514,145,0,NA,87,0,58,0,0,Late,Late,Carrier
Jan,SkyWest,3049,ORD,"Chicago, IL",IL,TYS,"Knoxville, TN",TN,0112,177,0349,184,0,NA,177,0,7,0,0,Late,Late,Carrier
Jan,SkyWest,3073,ORD,"Chicago, IL",IL,SAT,"San Antonio, TX",TX,1023,33,1419,80,0,NA,0,0,47,0,33,Late,Late,Late Aircraft
Jan,SkyWest,3088,ORD,"Chicago, IL",IL,FNT,"Flint, MI",MI,2332,87,0144,94,0,NA,0,0,7,0,87,Late,Late,Late Aircraft
Jan,SkyWest,3127,ORD,"Chicago, IL",IL,MKE,"Milwaukee, WI",WI,2032,-3,2136,8,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,SkyWest,3166,DTW,"Detroit, MI",MI,ORD,"Chicago, IL",IL,1029,-5,1103,-7,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,SkyWest,3181,ORD,"Chicago, IL",IL,DTW,"Detroit, MI",MI,1837,58,2136,90,0,NA,0,0,32,0,58,Late,Late,Late Aircraft
Jan,SkyWest,3355,MSP,"Minneapolis, MN",MN,SAN,"San Diego, CA",CA,1810,-15,1944,-51,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,SkyWest,3552,MSP,"Minneapolis, MN",MN,CID,"Cedar Rapids/Iowa City, IA",IA,0959,-8,1059,-34,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,SkyWest,3559,MSP,"Minneapolis, MN",MN,ICT,"Wichita, KS",KS,1553,39,1812,53,0,NA,39,0,14,0,0,Late,Late,Carrier
Jan,SkyWest,3580,MSP,"Minneapolis, MN",MN,BZN,"Bozeman, MT",MT,1113,-2,1234,-33,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,SkyWest,3721,MSP,"Minneapolis, MN",MN,FCA,"Kalispell, MT",MT,1302,92,1440,54,0,NA,54,0,0,0,0,Late,Late,Carrier
Jan,SkyWest,3743,MSP,"Minneapolis, MN",MN,FAR,"Fargo, ND",ND,2227,-4,2348,4,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,SkyWest,3778,MSP,"Minneapolis, MN",MN,DAY,"Dayton, OH",OH,1249,4,1529,-14,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,SkyWest,3782,MDW,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,0610,-4,0750,-1,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,SkyWest,3812,DTW,"Detroit, MI",MI,DFW,"Dallas/Fort Worth, TX",TX,1216,-4,1451,10,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,SkyWest,4327,MLI,"Moline, IL",IL,DTW,"Detroit, MI",MI,1726,27,2002,26,0,NA,0,0,0,0,26,Late,Late,Late Aircraft
Jan,SkyWest,4514,MSP,"Minneapolis, MN",MN,DLH,"Duluth, MN",MN,1628,-2,1715,-19,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,SkyWest,4742,MDW,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,1643,-2,1837,14,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,SkyWest,4856,MSP,"Minneapolis, MN",MN,CMH,"Columbus, OH",OH,0926,33,1201,-2,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,SkyWest,5007,ORD,"Chicago, IL",IL,AVL,"Asheville, NC",NC,0718,33,1020,45,0,NA,0,0,12,0,33,Late,Late,Late Aircraft
Jan,SkyWest,5062,ORD,"Chicago, IL",IL,EAU,"Eau Claire, WI",WI,1140,5,1328,28,0,NA,0,0,23,0,5,Late,Late,Late Aircraft
Jan,SkyWest,5168,ORD,"Chicago, IL",IL,DLH,"Duluth, MN",MN,1249,2,1444,11,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,SkyWest,5230,ORD,"Chicago, IL",IL,JAN,"Jackson/Vicksburg, MS",MS,0910,71,1147,94,0,NA,0,0,23,0,71,Late,Late,Late Aircraft
Jan,SkyWest,5240,ORD,"Chicago, IL",IL,BHM,"Birmingham, AL",AL,1651,71,1904,82,0,NA,0,0,11,0,71,Late,Late,Late Aircraft
Jan,SkyWest,5340,STL,"St. Louis, MO",MO,SFO,"San Francisco, CA",CA,1754,-1,2008,-39,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,SkyWest,5345,ORD,"Chicago, IL",IL,SBN,"South Bend, IN",IN,1554,9,1842,62,0,NA,0,0,53,0,9,Late,Late,Late Aircraft
Jan,SkyWest,5390,PIA,"Peoria, IL",IL,ORD,"Chicago, IL",IL,1417,25,1521,26,0,NA,0,0,1,0,25,Late,Late,Late Aircraft
Jan,SkyWest,5429,DTW,"Detroit, MI",MI,ORD,"Chicago, IL",IL,0621,-4,0653,3,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,SkyWest,5675,STL,"St. Louis, MO",MO,DEN,"Denver, CO",CO,1220,25,1357,20,0,NA,0,0,0,0,20,Late,Late,Late Aircraft
Jan,SkyWest,5698,ORD,"Chicago, IL",IL,SBN,"South Bend, IN",IN,2042,42,2244,47,0,NA,0,0,5,0,42,Late,Late,Late Aircraft
Jan,SkyWest,5778,ORD,"Chicago, IL",IL,GRB,"Green Bay, WI",WI,1826,53,1958,78,0,NA,53,0,25,0,0,Late,Late,Carrier
Jan,SkyWest,5843,ORD,"Chicago, IL",IL,ASE,"Aspen, CO",CO,1059,21,1338,47,0,NA,0,0,26,0,21,Late,Late,Late Aircraft
Jan,SkyWest,7433,MLI,"Moline, IL",IL,MSP,"Minneapolis, MN",MN,0727,62,0837,41,0,NA,41,0,0,0,0,Late,Late,Carrier
Jan,Delta,373,MSP,"Minneapolis, MN",MN,LAS,"Las Vegas, NV",NV,0649,-6,0803,-30,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,762,ORD,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,1026,-4,1333,-4,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,811,MSP,"Minneapolis, MN",MN,PHX,"Phoenix, AZ",AZ,1113,-2,1317,-27,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,854,MSP,"Minneapolis, MN",MN,RNO,"Reno, NV",NV,1114,-6,1222,-46,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1306,DTW,"Detroit, MI",MI,ATL,"Atlanta, GA",GA,0830,-3,1033,-21,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1597,MSP,"Minneapolis, MN",MN,FSD,"Sioux Falls, SD",SD,2229,-3,2318,-19,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1679,MSP,"Minneapolis, MN",MN,ATL,"Atlanta, GA",GA,1637,-3,2001,-11,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1805,MSP,"Minneapolis, MN",MN,MKE,"Milwaukee, WI",WI,2125,110,2237,100,0,NA,100,0,0,0,0,Late,Late,Carrier
Jan,Delta,1815,MSP,"Minneapolis, MN",MN,ATL,"Atlanta, GA",GA,0900,-3,1231,-4,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1840,DTW,"Detroit, MI",MI,LAS,"Las Vegas, NV",NV,1207,-3,1336,-15,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1999,MSP,"Minneapolis, MN",MN,BIS,"Bismarck/Mandan, ND",ND,1759,0,1916,-23,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2030,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,0557,-3,0916,17,0,NA,0,0,17,0,0,Late,On Time,NA
Jan,Delta,2050,MSP,"Minneapolis, MN",MN,BOS,"Boston, MA",MA,2046,10,0003,-17,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Delta,2062,MSP,"Minneapolis, MN",MN,BOS,"Boston, MA",MA,1743,-7,2101,-40,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2494,DTW,"Detroit, MI",MI,RSW,"Fort Myers, FL",FL,0707,-3,0955,-32,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2712,MSP,"Minneapolis, MN",MN,JAX,"Jacksonville, FL",FL,1127,92,1533,98,0,NA,0,92,6,0,0,Late,Late,Weather
Jan,Delta,2895,DTW,"Detroit, MI",MI,MSP,"Minneapolis, MN",MN,1736,-4,1827,-24,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Mesa,6208,STL,"St. Louis, MO",MO,IAH,"Houston, TX",TX,1335,140,1552,138,0,NA,0,0,0,0,138,Late,Late,Late Aircraft
Jan,ExpressJet,4263,ORD,"Chicago, IL",IL,LIT,"Little Rock, AR",AR,2134,87,2348,95,0,NA,8,7,8,0,72,Late,Late,Late Aircraft
Jan,ExpressJet,4110,ORD,"Chicago, IL",IL,CLE,"Cleveland, OH",OH,0926,-4,1152,-2,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Republic,4690,STL,"St. Louis, MO",MO,LGA,"New York, NY",NY,0729,-2,1037,-23,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Republic,5883,DTW,"Detroit, MI",MI,MCI,"Kansas City, MO",MO,1225,-5,1355,1,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Republic,5951,MSP,"Minneapolis, MN",MN,DFW,"Dallas/Fort Worth, TX",TX,1127,7,1426,9,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,United,2422,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,2102,-3,2355,-14,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,2238,ORD,"Chicago, IL",IL,MCI,"Kansas City, MO",MO,1820,136,1957,138,0,NA,0,35,2,0,101,Late,Late,Late Aircraft
Jan,United,2169,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,1628,33,1925,60,0,NA,0,33,27,0,0,Late,Late,Weather
Jan,United,2115,ORD,"Chicago, IL",IL,PVD,"Providence, RI",RI,2107,82,2352,48,0,NA,0,11,0,0,37,Late,Late,Late Aircraft
Jan,United,2068,ORD,"Chicago, IL",IL,MCI,"Kansas City, MO",MO,2154,36,2337,38,0,NA,0,3,2,0,33,Late,Late,Late Aircraft
Jan,United,1995,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1548,-1,1910,10,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,United,1846,ORD,"Chicago, IL",IL,SEA,"Seattle, WA",WA,0753,8,1012,-13,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,United,1641,ORD,"Chicago, IL",IL,SEA,"Seattle, WA",WA,1600,0,1825,-13,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,1417,ORD,"Chicago, IL",IL,FLL,"Fort Lauderdale, FL",FL,0827,-3,1238,1,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,United,1250,ORD,"Chicago, IL",IL,DSM,"Des Moines, IA",IA,2159,49,2318,45,0,NA,0,45,0,0,0,Late,Late,Weather
Jan,United,831,DSM,"Des Moines, IA",IA,DEN,"Denver, CO",CO,0606,11,0717,9,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,United,782,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,2018,47,2300,60,0,NA,0,30,13,0,17,Late,Late,Late Aircraft
Jan,United,692,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,1756,-4,2034,-30,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,670,ORD,"Chicago, IL",IL,BOS,"Boston, MA",MA,2136,3,0025,-16,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,United,638,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,1212,-3,1510,2,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,United,626,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,1909,19,2148,1,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,United,472,DTW,"Detroit, MI",MI,SFO,"San Francisco, CA",CA,1926,18,2226,51,0,NA,11,0,33,0,7,Late,Late,Late Aircraft
Jan,United,350,ORD,"Chicago, IL",IL,SAT,"San Antonio, TX",TX,2005,5,2326,22,0,NA,0,0,22,0,0,Late,Late,NA
Jan,United,222,ORD,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,1415,15,1641,3,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,American,2377,ORD,"Chicago, IL",IL,JAC,"Jackson, WY",WY,0945,-5,1155,-17,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,American,2388,DSM,"Des Moines, IA",IA,DFW,"Dallas/Fort Worth, TX",TX,1715,2,1940,18,0,NA,2,0,16,0,0,Late,Late,Carrier
Jan,American,2429,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,1543,48,1815,46,0,NA,0,34,0,0,12,Late,Late,Late Aircraft
Jan,American,1932,STL,"St. Louis, MO",MO,CLT,"Charlotte, NC",NC,1458,-6,1731,-30,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,American,2744,ORD,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,1251,56,1507,38,0,NA,26,12,0,0,0,Late,Late,Weather
Jan,American,2796,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,1347,15,1751,11,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,American,1012,ORD,"Chicago, IL",IL,SAT,"San Antonio, TX",TX,2025,6,2336,22,0,NA,0,6,16,0,0,Late,Late,Weather
Jan,American,1112,ORD,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,2241,17,2355,3,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,American,1239,ORD,"Chicago, IL",IL,BOS,"Boston, MA",MA,1253,47,1553,35,0,NA,10,25,0,0,0,Late,Late,Weather
Jan,American,1251,ORD,"Chicago, IL",IL,BOS,"Boston, MA",MA,1727,32,2022,15,0,NA,5,10,0,0,0,Late,Late,Weather
Jan,American,2095,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,1216,26,1500,14,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Envoy,3362,ORD,"Chicago, IL",IL,CID,"Cedar Rapids/Iowa City, IA",IA,1140,-5,1307,18,0,NA,0,0,18,0,0,Late,On Time,NA
Jan,Envoy,3388,ORD,"Chicago, IL",IL,LIT,"Little Rock, AR",AR,1324,-2,1543,28,0,NA,0,0,28,0,0,Late,On Time,NA
Jan,Envoy,3453,ORD,"Chicago, IL",IL,GRR,"Grand Rapids, MI",MI,1508,8,1757,58,0,NA,0,3,50,0,5,Late,Late,Late Aircraft
Jan,Envoy,3459,ORD,"Chicago, IL",IL,ALB,"Albany, NY",NY,2002,22,2322,54,0,NA,0,0,32,0,22,Late,Late,Late Aircraft
Jan,Envoy,3467,ORD,"Chicago, IL",IL,CVG,"Cincinnati, OH",KY,1908,28,2114,16,0,NA,16,0,0,0,0,Late,Late,Carrier
Jan,Envoy,3584,ORD,"Chicago, IL",IL,CID,"Cedar Rapids/Iowa City, IA",IA,1310,-5,1420,3,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Envoy,4031,STL,"St. Louis, MO",MO,ORD,"Chicago, IL",IL,1908,52,2110,90,0,NA,3,0,38,0,49,Late,Late,Late Aircraft
Jan,Envoy,4065,CID,"Cedar Rapids/Iowa City, IA",IA,DFW,"Dallas/Fort Worth, TX",TX,1729,4,2005,15,0,NA,0,0,11,0,4,Late,Late,Late Aircraft
Jan,Envoy,4098,ORD,"Chicago, IL",IL,BHM,"Birmingham, AL",AL,1957,97,2213,127,0,NA,17,0,30,0,80,Late,Late,Late Aircraft
Jan,Envoy,4185,ORD,"Chicago, IL",IL,GRB,"Green Bay, WI",WI,1141,-4,1300,19,0,NA,0,0,19,0,0,Late,On Time,NA
Jan,Envoy,4192,ORD,"Chicago, IL",IL,HSV,"Huntsville, AL",AL,0820,-5,1012,4,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Southwest,1229,DTW,"Detroit, MI",MI,BWI,"Baltimore, MD",MD,0531,-4,0647,-23,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Southwest,1667,DTW,"Detroit, MI",MI,MDW,"Chicago, IL",IL,1754,-1,1839,39,0,NA,0,0,39,0,0,Late,On Time,NA
Jan,Southwest,1122,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,2000,5,2256,16,0,NA,0,0,16,0,0,Late,Late,NA
Jan,Southwest,3009,MDW,"Chicago, IL",IL,BDL,"Hartford, CT",CT,1544,29,1857,52,0,NA,2,0,23,0,27,Late,Late,Late Aircraft
Jan,Southwest,807,MDW,"Chicago, IL",IL,BOS,"Boston, MA",MA,1255,50,1555,35,0,NA,35,0,0,0,0,Late,Late,Carrier
Jan,Southwest,353,MDW,"Chicago, IL",IL,BWI,"Baltimore, MD",MD,1725,50,1958,33,0,NA,7,0,0,0,26,Late,Late,Late Aircraft
Jan,Southwest,938,MDW,"Chicago, IL",IL,CLE,"Cleveland, OH",OH,1805,85,2008,83,0,NA,0,55,0,0,28,Late,Late,Late Aircraft
Jan,Southwest,1305,MDW,"Chicago, IL",IL,CMH,"Columbus, OH",OH,1145,0,1353,-2,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Southwest,986,MDW,"Chicago, IL",IL,DAL,"Dallas, TX",TX,2229,109,0052,117,0,NA,0,109,8,0,0,Late,Late,Weather
Jan,Southwest,2026,MDW,"Chicago, IL",IL,DCA,"Washington, DC",VA,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Southwest,1271,MDW,"Chicago, IL",IL,DEN,"Denver, CO",CO,0931,-4,1103,-7,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Southwest,1276,MDW,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1511,61,1806,51,0,NA,17,0,0,0,34,Late,Late,Late Aircraft
Jan,Southwest,2170,MDW,"Chicago, IL",IL,GRR,"Grand Rapids, MI",MI,1502,47,1659,49,0,NA,28,0,2,0,19,Late,Late,Late Aircraft
Jan,Southwest,2152,MDW,"Chicago, IL",IL,JAX,"Jacksonville, FL",FL,1529,34,1853,43,0,NA,0,23,9,0,11,Late,Late,Late Aircraft
Jan,Southwest,452,MDW,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,1958,53,2222,37,0,NA,5,0,0,0,32,Late,Late,Late Aircraft
Jan,Southwest,1534,MDW,"Chicago, IL",IL,LGA,"New York, NY",NY,0614,4,0914,4,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Southwest,5337,MDW,"Chicago, IL",IL,MCI,"Kansas City, MO",MO,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Southwest,1076,MDW,"Chicago, IL",IL,MHT,"Manchester, NH",NH,1030,0,1316,-14,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Southwest,2239,MDW,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,2040,10,2230,35,0,NA,10,0,25,0,0,Late,Late,Carrier
Jan,Southwest,246,MDW,"Chicago, IL",IL,OMA,"Omaha, NE",NE,1726,1,1906,6,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Southwest,2004,MDW,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,2207,17,0046,6,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Southwest,2270,MDW,"Chicago, IL",IL,PHX,"Phoenix, AZ",AZ,1025,5,1328,18,0,NA,0,0,18,0,0,Late,Late,NA
Jan,Southwest,1131,MDW,"Chicago, IL",IL,RDU,"Raleigh/Durham, NC",NC,0834,14,1114,4,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
